Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet
RS20011682	NC(CCc1ccccc1)C(=O)O	102530	JTTHKOPSMAVJFE-UHFFFAOYSA-N	2-amino-4-phenylbutanoic acid		5	paper	Europe PMC	"""2-amino-4-phenylbutanoic acid"""	exact_name	medium	Cyclic peptides. XIII. Asymmetric synthesis of aromatic L-alpha-amino acids through hydrogenation of cyclic dehydrodipeptides.	1983	6826278	https://pubmed.ncbi.nlm.nih.gov/6826278/	Hashimoto Y, Aoyagi H, Waki M, Kato T, Izumiya N.	Int J Pept Protein Res	
RS20011682	NC(CCc1ccccc1)C(=O)O	102530	JTTHKOPSMAVJFE-UHFFFAOYSA-N	2-amino-4-phenylbutanoic acid		5	paper	Europe PMC	"""2-amino-4-phenylbutanoic acid"""	exact_name	medium	Synthesis and biological evaluation of analogues of Pro-Leu-Gly-NH2 modified at the leucyl residue.	1990	1971310	https://doi.org/10.1021/jm00168a045	Johnson RL, Bontems RJ, Yang KE, Mishra RK.	J Med Chem	
RS20011682	NC(CCc1ccccc1)C(=O)O	102530	JTTHKOPSMAVJFE-UHFFFAOYSA-N	2-amino-4-phenylbutanoic acid		5	paper	Europe PMC	"""2-amino-4-phenylbutanoic acid"""	exact_name	medium	Enantioselective synthesis of (S)-2-amino-4-phenylbutanoic acid by the hydantoinase method.	2003	12923807	https://doi.org/10.1002/chir.10281	Lo HH, Kao CH, Lee DS, Yang TK, Hsu WH.	Chirality	
RS20011682	NC(CCc1ccccc1)C(=O)O	102530	JTTHKOPSMAVJFE-UHFFFAOYSA-N	2-amino-4-phenylbutanoic acid		5	paper	Europe PMC	"""2-amino-4-phenylbutanoic acid"""	exact_name	medium	mGluR7 undergoes rapid internalization in response to activation by the allosteric agonist AMN082.	2007	16914173	https://doi.org/10.1016/j.neuropharm.2006.07.020	Pelkey KA, Yuan X, Lavezzari G, Roche KW, McBain CJ.	Neuropharmacology	
RS20011682	NC(CCc1ccccc1)C(=O)O	102530	JTTHKOPSMAVJFE-UHFFFAOYSA-N	2-amino-4-phenylbutanoic acid		5	paper	Europe PMC	"""2-amino-4-phenylbutanoic acid"""	exact_name	medium	Characterization of impurities in the bulk drug lisinopril by liquid chromatography/ion trap spectrometry.	2008	18500778	https://doi.org/10.1631/jzus.b0820031	Zhu PX, Wang DH, Sun CR, Shen ZQ.	J Zhejiang Univ Sci B	
WX600292	CC(C)(C)[Si](C)(C)OCCN	529218	XDXFUMZONWWODJ-UHFFFAOYSA-N	2-[tert-butyl(dimethyl)silyl]oxyethanamine		1	paper	Europe PMC	"""2-[tert-butyl(dimethyl)silyl]oxyethanamine"""	exact_name	medium	Discovery of Potent and Selective Pyridone-Based Small Molecule Kinetic Stabilizers of Amyloidogenic Immunoglobulin Light Chains.	2024	39626211	https://doi.org/10.1021/acs.jmedchem.4c01773	Lederberg OL, Yan NL, Sanchez J, Ren W, Ash C, Wilkens SJ, Qiu H, Qin B, Grant VH, Jackman AB, Stanfield RL, Wilson IA, Petrassi HM, Rhoades D, Kelly JW.	J Med Chem	
WX100917	CC(C)(C)OC(=O)N1CC2(CCOCC2N)C1	71305964	GNQAATURSWLECH-UHFFFAOYSA-N	tert-butyl 5-amino-7-oxa-2-azaspiro[3.5]nonane-2-carboxylate		0												
WX684428	CC(C)(C)OC(=O)N1CCCCC1C(=N)N	50986444	PKSOIBWMODHYAE-UHFFFAOYSA-N	tert-butyl 2-carbamimidoylpiperidine-1-carboxylate		0												
WX110036_Y11	CS(=O)(=O)N1CC2CC2(N)C1	131658371	KVORELFZYUKPGQ-UHFFFAOYSA-N	3-methylsulfonyl-3-azabicyclo[3.1.0]hexan-1-amine		0												
WX105061	COc1ccc2c(c1)C1(CCN(C(=O)OC(C)(C)C)CC1)CC2N	49760927	ZJUZFFVXVMFGPU-UHFFFAOYSA-N	tert-butyl 1-amino-5-methoxyspiro[1,2-dihydroindene-3,4'-piperidine]-1'-carboxylate		0												
WX604753	NC1CCC2(CCCC2)CC1	21483273	QPIGFMXNPDOLDK-UHFFFAOYSA-N	spiro[4.5]decan-8-amine		1	paper	Europe PMC	"""spiro[4.5]decan-8-amine"""	exact_name	medium	Subcutaneous administration of a novel TRPM8 antagonist reverses cold hypersensitivity while attenuating the drop in core body temperature.	2024	38794851	https://doi.org/10.1111/bph.16429	Gold MS, Pineda-Farias JB, Close D, Patel S, Johnston PA, Stocker SD, Journigan VB.	Br J Pharmacol	
WX600320	CCN(CC)C(=O)C(C)N	19828001	NLPULXIOEMWFQS-UHFFFAOYSA-N	2-amino-N,N-diethylpropanamide		1	paper	Europe PMC	"""2-amino-N,N-diethylpropanamide"""	exact_name	medium	Identification of Chemical Composition and Metal Determination of <i>Retama raetam</i> (Forssk) Stem Constituents Using ICP-MS, GC-MS-MS, and DART-MS.	2021	33708453	https://doi.org/10.1155/2021/6667238	Al-Onazi W, Al-Mohaimeed AM, Amina M, El-Tohamy MF.	J Anal Methods Chem	
WUXI01-0823_X15BY261	NCC(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21	97527994	KWHHNKXJUHQBME-UHFFFAOYSA-N	2-amino-1-(5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl)ethanone		0												
WX110030_A017	Cc1cc(C)cc(CN2C[C@@H]3[C@H](CN)[C@@H]3C2)c1	98815625	FCENSDPJCKIYCY-GOOCMWNKSA-N	[(1S,5R)-3-[(3,5-dimethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX600232	CCOC(=O)CC(C)(C)N	11480520	CINTWGJQDJSXPJ-UHFFFAOYSA-N	ethyl 3-amino-3-methylbutanoate		0												
WX110030_A030	Cc1cnc(N2C[C@@H]3[C@H](CN)[C@@H]3C2)nc1	98815630	DCMVMFKAZFWTAK-PBINXNQUSA-N	[(1S,5R)-3-(5-methylpyrimidin-2-yl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX110100_A077	Cc1cncc(C(=O)N2CC3CC3(N)C2)c1	131663374	KWPQQPMLQIKMGL-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(5-methyl-3-pyridinyl)methanone		0												
WX110100_A131	NC12CC1CN(C(=O)Nc1cccc(F)c1)C2	131655295	CVFJNSUSSZFAFJ-UHFFFAOYSA-N	1-amino-N-(3-fluorophenyl)-3-azabicyclo[3.1.0]hexane-3-carboxamide		0												
WX110100_A046	NC12CC1CN(C(=O)c1cccc(F)c1)C2	131643382	DSTFHPIFQDCPNW-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(3-fluorophenyl)methanone		0												
WX110030_A004	NC[C@@H]1[C@H]2CN(Cc3ccsc3)C[C@@H]12	98815620	RHPXRZWAHORCFY-FGWVZKOKSA-N	[(1S,5R)-3-(thiophen-3-ylmethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX110100_A137	Cc1ccc(CN2CC3CC3(N)C2)cc1C	131644870	QUTUEZLUADMCHH-UHFFFAOYSA-N	3-[(3,4-dimethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0												
WX110100_A076	Cc1cccc(C(=O)N2CC3CC3(N)C2)n1	131650002	YFLFZLNHFYNYQM-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(6-methyl-2-pyridinyl)methanone		0												
WX110030_A001	NC[C@@H]1[C@H]2CN(Cc3ccco3)C[C@@H]12	98815619	ICBHYAYGNUBHHV-FGWVZKOKSA-N	[(1S,5R)-3-(furan-2-ylmethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX110100_A048	NC12CC1CN(C(=O)c1cccc(Cl)c1)C2	131643491	DCBIGQXRIMBFOX-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(3-chlorophenyl)methanone		0												
WX105105_Y02C572	CN1C(=O)C2(CC2C(=O)NCCN)c2ccccc21	131663299	SLELVYWBQPXNDR-UHFFFAOYSA-N	N-(2-aminoethyl)-1'-methyl-2'-oxospiro[cyclopropane-2,3'-indole]-1-carboxamide		0												
WX110100_A015	NC12CC1CN(Cc1ccc(F)cc1)C2	131657193	OHIMURQOEARGPK-UHFFFAOYSA-N	3-[(4-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0												
WX110100_A058	COc1ccc(CC(=O)N2CC3CC3(N)C2)cc1	131663946	BZDZXCWOXKTQDK-UHFFFAOYSA-N	1-(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-2-(4-methoxyphenyl)ethanone		0												
WX110100_A056	NC12CC1CN(C(=O)Cc1cccc(F)c1)C2	131664008	OVFXSOVHKWMPFE-UHFFFAOYSA-N	1-(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-2-(3-fluorophenyl)ethanone		0												
WX110030_A055	NCC1[C@H]2CN(C(=O)Cc3ccccc3)C[C@@H]12	97377572	UNIVJBNVBRIQKV-YHWZYXNKSA-N	1-[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2-phenylethanone		0												
WX110030_A015	NC[C@@H]1[C@H]2CN(Cc3ccc(F)cc3)C[C@@H]12	98815624	CFGGBMREHKLJTB-YHWZYXNKSA-N	[(1S,5R)-3-[(4-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX190026_Y32	NCC1Cn2nnc(-c3cncnc3)c2CO1	121229491	FTOBCIQULCXXHQ-UHFFFAOYSA-N	(3-pyrimidin-5-yl-6,7-dihydro-4H-triazolo[5,1-c][1,4]oxazin-6-yl)methanamine		0												
WX110100_A139	NC12CC1CN(CCc1ccccc1)C2	131650029	NKGDBPKVSONMNG-UHFFFAOYSA-N	3-(2-phenylethyl)-3-azabicyclo[3.1.0]hexan-1-amine		0												
WX110100_A017	Cc1cc(C)cc(CN2CC3CC3(N)C2)c1	131661354	AXMRCBHFAITPLG-UHFFFAOYSA-N	3-[(3,5-dimethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0												
WX110030_A510	NCC1[C@H]2CN(CC3CCCC3)C[C@@H]12	97377581	INWUZPBXFFMBAS-YOGCLGLASA-N	[(1R,5S)-3-(cyclopentylmethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX110100_A172	N[C@]12C[C@H]1CN(Cc1cccc(Cl)c1)C2	97377874	VSOGENVWTLGJDG-JQWIXIFHSA-N	(1R,5S)-3-[(3-chlorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0												
WXCD00102826_SE0015_AC4147	NCC(C(=O)N1CC2(CCCC2NC(=O)c2ccc3c(c2)OCO3)C1)c1ccccc1	171680465	OOJAQMOJNXQTHJ-UHFFFAOYSA-N	N-[2-(3-amino-2-phenylpropanoyl)-2-azaspiro[3.4]octan-5-yl]-1,3-benzodioxole-5-carboxamide		0												
WXCD00100142_SD0212_AC2118	NC(C(=O)N1CC2(CCCN2C(=O)c2ccc(-c3ncc[nH]3)cc2)C1)c1cccc(Cl)c1	171698335	IYAKPCNLUXKCDC-UHFFFAOYSA-N	2-amino-2-(3-chlorophenyl)-1-[5-[4-(1H-imidazol-2-yl)benzoyl]-2,5-diazaspiro[3.4]octan-2-yl]ethanone		0												
WXVL_AK0951SB3618	NCc1c(F)cccc1NC(=O)CC1CCc2ccc(F)cc21	171677953	JNHBTIDNVUPCGR-UHFFFAOYSA-N	N-[2-(aminomethyl)-3-fluorophenyl]-2-(6-fluoro-2,3-dihydro-1H-inden-1-yl)acetamide		0												
WXVL003____AK1165____HU0189	CC(C)N(CCN)S(=O)(=O)c1ccc(C(F)(F)F)cc1Cl	171678619	YLIHCPDQURNYLM-UHFFFAOYSA-N	N-(2-aminoethyl)-2-chloro-N-propan-2-yl-4-(trifluoromethyl)benzenesulfonamide		0												
LN00338518_BT0365	CC(=O)Nc1cc(-c2ccc([C@@H](C)N)cc2)ccc1F	172895992	GCUSSBJTFDOPNT-SNVBAGLBSA-N	N-[5-[4-[(1R)-1-aminoethyl]phenyl]-2-fluorophenyl]acetamide		0												
WXVL003____AK1291____HU0463	NC1CN(S(=O)(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])C1	171678712	MLQOWKOUPOFZPD-UHFFFAOYSA-N	1-[2-nitro-4-(trifluoromethyl)phenyl]sulfonylazetidin-3-amine		0												
WXVL_AK5991SB4330	COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)N4Cc5ccccc5C[C@H]4CN)CCC3)c(F)c2)c1	171675611	MIGNCJCUVQSKDH-QHCPKHFHSA-N	2-[(3S)-3-(aminomethyl)-3,4-dihydro-1H-isoquinoline-2-carbonyl]-N-[2-fluoro-4-(3-methoxyphenyl)phenyl]cyclopentene-1-carboxamide		0												
WXVL003____AK5977____HU0431	NC1(CNS(=O)(=O)c2ccc(Cl)cc2[N+](=O)[O-])CC1	171678625	RJXKELRFIPJWCL-UHFFFAOYSA-N	N-[(1-aminocyclopropyl)methyl]-4-chloro-2-nitrobenzenesulfonamide		0												
WXCD00102742_SE0058_SF026	Cc1c(C(=O)N2CC3(CCCN(C(=O)[C@@H](N)CN)C3)C2)oc2ccccc12					0												
WXVL003____AK5977____HU0337	NC1(CNS(=O)(=O)c2ccc([N+](=O)[O-])cc2Cl)CC1	171678631	ALTNOJNZEJCKER-UHFFFAOYSA-N	N-[(1-aminocyclopropyl)methyl]-2-chloro-4-nitrobenzenesulfonamide		0												
WXVL003____AK5588____HU0431	CC1(N)CN(S(=O)(=O)c2ccc(Cl)cc2[N+](=O)[O-])C1	171678728	NBWUUERHEUXHJU-UHFFFAOYSA-N	1-(4-chloro-2-nitrophenyl)sulfonyl-3-methylazetidin-3-amine		0												
WXVL004____AK1165____YV0120	COc1ccc(NC(=O)N(CCN)C(C)C)c(OC)c1	171678730	JXLLIERGDKPULG-UHFFFAOYSA-N	1-(2-aminoethyl)-3-(2,4-dimethoxyphenyl)-1-propan-2-ylurea		0												
WXCD00102217_AK8027_SC00128	N[C@@H]1CCc2nc(NC(=O)[C@@H]3CC4(CC4)CN3C(=O)c3cc4cn[nH]c4cc3Br)sc2C1	171677853	ZOJFEFOTLPASTG-PXAZEXFGSA-N	(6S)-N-[(6R)-6-amino-4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl]-5-(6-bromo-1H-indazole-5-carbonyl)-5-azaspiro[2.4]heptane-6-carboxamide		0												
WXVL_AG3413SB2096	NCc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccccc3)CC2)cc1	171678836	PSHPYKBAYOZRGF-UHFFFAOYSA-N	N-[4-(aminomethyl)phenyl]-1-(benzenesulfonyl)piperidine-4-carboxamide		0												
WXCD00110002_SE1753_SF026	NC[C@@H](N)C(=O)N1C[C@H]2CN(C(=O)c3ccnc4[nH]ccc34)C[C@H]21	171688961	YMCCCPJEIWJWLM-OASPWFOLSA-N	(2R)-2,3-diamino-1-[(1R,5S)-3-(1H-pyrrolo[2,3-b]pyridine-4-carbonyl)-3,6-diazabicyclo[3.2.0]heptan-6-yl]propan-1-one		0												
WXVL_AK1773SC1482	NCCOCCNC(=O)c1cncc(-c2ccc(OC(F)(F)F)cc2)n1	171675540	JMVOIKDTZFMEIT-UHFFFAOYSA-N	N-[2-(2-aminoethoxy)ethyl]-6-[4-(trifluoromethoxy)phenyl]pyrazine-2-carboxamide		0												
WXVL_AK0954SE0074	NCCN(CCO)C(=O)c1cc2cc(Cl)ccc2o1	171674275	ZNFCREXDDPOYNO-UHFFFAOYSA-N	N-(2-aminoethyl)-5-chloro-N-(2-hydroxyethyl)-1-benzofuran-2-carboxamide		0												
WXVL_AK2807SE0012	NC1CCN(C(=O)c2ccc(F)c3ccccc23)c2ccccc21	171674155	NAYFADPLRFDBHF-UHFFFAOYSA-N	(4-amino-3,4-dihydro-2H-quinolin-1-yl)-(4-fluoronaphthalen-1-yl)methanone		0												
WXCD00102826_AC0736_SE0728	Cc1cc(C(=O)N2CC3(CCCC3NC(=O)CN)C2)cc2c[nH]nc12	171673740	MGIVJZFLIVJQOC-UHFFFAOYSA-N	2-amino-N-[2-(7-methyl-1H-indazole-5-carbonyl)-2-azaspiro[3.4]octan-5-yl]acetamide		0												
WXVL004____AK5588____YV0120	COc1ccc(NC(=O)N2CC(C)(N)C2)c(OC)c1	171678732	CCDGLHMXVXUFLE-UHFFFAOYSA-N	3-amino-N-(2,4-dimethoxyphenyl)-3-methylazetidine-1-carboxamide		0												
WXVL003____AK0954____HU0463	NCCN(CCO)S(=O)(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]	171678742	WVAQNRXKWOXGBZ-UHFFFAOYSA-N	N-(2-aminoethyl)-N-(2-hydroxyethyl)-2-nitro-4-(trifluoromethyl)benzenesulfonamide		0												
WXVL_AG1850SB4624	CCOC(=O)Nc1ccc(NC(=O)C2CCC(CN)CC2)cc1	171678840	MALBKGYSZCWPQR-UHFFFAOYSA-N	ethyl N-[4-[[4-(aminomethyl)cyclohexanecarbonyl]amino]phenyl]carbamate		0												
WXVL001____AK3316____SA0263	CC(N)c1ccc(NC(=O)CCc2nc(-c3ccccc3)c(-c3ccccc3)o2)cc1	171679468	VGQRAUHQFWQRML-UHFFFAOYSA-N	N-[4-(1-aminoethyl)phenyl]-3-(4,5-diphenyl-1,3-oxazol-2-yl)propanamide		0												
WXVL012____AK0767____TA0757	CC(Cc1ccc(Cl)cc1Cl)NCC(C)(C)N	171686311	IFSHMTAWNKIOEA-UHFFFAOYSA-N	1-N-[1-(2,4-dichlorophenyl)propan-2-yl]-2-methylpropane-1,2-diamine		0												
WXVL_AK0931SC1405	NCCc1ccc(NC(=O)c2cnn(-c3nc4cc(OC(F)(F)F)c(Cl)cc4[nH]3)c2)cc1	171675612	KLVOYJROPKNDNF-UHFFFAOYSA-N	N-[4-(2-aminoethyl)phenyl]-1-[6-chloro-5-(trifluoromethoxy)-1H-benzimidazol-2-yl]pyrazole-4-carboxamide		0												
WXVL001____AK1148____SD0480	NC1CCN(C(=O)c2ccc(C(F)(F)F)cc2Cl)C1	171678647	COYIUHQQXKKHET-UHFFFAOYSA-N	(3-aminopyrrolidin-1-yl)-[2-chloro-4-(trifluoromethyl)phenyl]methanone		0												
WXVL012____AK5977____TA0757	CC(Cc1ccc(Cl)cc1Cl)NCC1(N)CC1	171686313	BPSRKZUSRHEMDJ-UHFFFAOYSA-N	1-[[1-(2,4-dichlorophenyl)propan-2-ylamino]methyl]cyclopropan-1-amine		0												
WXVL_AK1773SC0762	COc1ccc2cc(-c3cc(C(=O)NCCOCCN)[nH]n3)ccc2c1	171675530	JKGRVGQSNSBRDD-UHFFFAOYSA-N	N-[2-(2-aminoethoxy)ethyl]-3-(6-methoxynaphthalen-2-yl)-1H-pyrazole-5-carboxamide		0												
WXCD00904244_SF026_SC2212	NC[C@@H](N)C(=O)N1CC2(CN(C(=O)c3ccc(=O)[nH]c3)C2)C1	171688959	KVWLJRDKAMWLIM-SNVBAGLBSA-N	5-[2-[(2R)-2,3-diaminopropanoyl]-2,6-diazaspiro[3.3]heptane-6-carbonyl]-1H-pyridin-2-one		0												
WXCD00110002_AC0736_SE0667	NCC(=O)N1C[C@H]2CN(C(=O)c3cc4cn[nH]c4cn3)[C@@H]2C1	171673737	PIIHACCWRAMNEB-JOYOIKCWSA-N	2-amino-1-[(1S,5S)-6-(1H-pyrazolo[3,4-c]pyridine-5-carbonyl)-3,6-diazabicyclo[3.2.0]heptan-3-yl]ethanone		0												
WXVL003____AK5588____HU0189	CC1(N)CN(S(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)C1	171678657	MFEDUHWIZNZCGQ-UHFFFAOYSA-N	1-[2-chloro-4-(trifluoromethyl)phenyl]sulfonyl-3-methylazetidin-3-amine		0												
WXVL_AK1273SB1264	Cc1ccc(F)cc1CC(=O)Nc1cccc(CN)c1	171674251	VEVDIOYVVSYOGZ-UHFFFAOYSA-N	N-[3-(aminomethyl)phenyl]-2-(5-fluoro-2-methylphenyl)acetamide		0												
WXCD00120631_AF0354_AC0926	CCOC(=O)c1cnoc1NC(=O)[C@]12C[C@@](NC(=O)C(N)[C@H](C)CC)(C1)C2	171676374	ANFIMGXFKUAAMK-CKIQRSNPSA-N	ethyl 5-[[3-[[(3R)-2-amino-3-methylpentanoyl]amino]bicyclo[1.1.1]pentane-1-carbonyl]amino]-1,2-oxazole-4-carboxylate		0												
WXVL001____AK5588____SD0413	CC1(N)CN(C(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])C1	171678703	INWZIHIRCGNHTO-UHFFFAOYSA-N	(3-amino-3-methylazetidin-1-yl)-[2-nitro-4-(trifluoromethyl)phenyl]methanone		0												
WXVL012____AK5588____TA0757	CC(Cc1ccc(Cl)cc1Cl)N1CC(C)(N)C1	171678724	MLGWEYCVAGUGSZ-UHFFFAOYSA-N	1-[1-(2,4-dichlorophenyl)propan-2-yl]-3-methylazetidin-3-amine		0												
WXCD00141689_AK00118_AC2348	CC(NC(=O)c1cnc2n1CCN(C(=O)CCC(N)C(N)=O)C2C)c1cc(F)cc(F)c1	171672701	STRDBPLJHLMSII-UHFFFAOYSA-N	7-(4,5-diamino-5-oxopentanoyl)-N-[1-(3,5-difluorophenyl)ethyl]-8-methyl-6,8-dihydro-5H-imidazo[1,2-a]pyrazine-3-carboxamide		0												
WXVL100____AKJ410____AC0787____WXCD00102952	C[C@H](NC(=O)[C@@H]1CN(Cc2ccccc2)CC12CCN(C(=O)CNC(=N)N)CC2)c1cn[nH]c1					0												
WXVL_BT0970LQ3311	COc1ccc2ncc(-c3ccc(CN)cc3)cc2c1	171679986	IKRLXKILJGLMTA-UHFFFAOYSA-N	[4-(6-methoxyquinolin-3-yl)phenyl]methanamine		0												
WXCD00120470_AC0736_SE0015	NCC(=O)N1CC2CC1CC2NC(=O)c1ccc2c(c1)OCO2	171680455	SGUDJMUVIOMSJC-UHFFFAOYSA-N	N-[2-(2-aminoacetyl)-2-azabicyclo[2.2.1]heptan-5-yl]-1,3-benzodioxole-5-carboxamide		0												
WXVL001____AK1273____SA0263	NCc1cccc(NC(=O)CCc2nc(-c3ccccc3)c(-c3ccccc3)o2)c1	171679460	QXKCEDNJPCFICV-UHFFFAOYSA-N	N-[3-(aminomethyl)phenyl]-3-(4,5-diphenyl-1,3-oxazol-2-yl)propanamide		0												
WXVL_BT2024LQ4870	COc1c(F)cc(F)cc1-c1ccc(CN2CCC(CN)CC2)cc1	171686315	BKBKSAGSGWZMAP-UHFFFAOYSA-N	[1-[[4-(3,5-difluoro-2-methoxyphenyl)phenyl]methyl]piperidin-4-yl]methanamine		0												
WXCD00110023_AC0736_SE1753	NCC(=O)N1CCO[C@@H]2CN(C(=O)c3ccnc4[nH]ccc34)C[C@@H]21	171673739	CADHMWJSIGIALV-QWHCGFSZSA-N	1-[(4aS,7aR)-6-(1H-pyrrolo[2,3-b]pyridine-4-carbonyl)-2,3,4a,5,7,7a-hexahydropyrrolo[3,4-b][1,4]oxazin-4-yl]-2-aminoethanone		0												
WXCD00904244_AC0736_SE1658	NCC(=O)N1CC2(C1)CN(C(=O)c1cccc3[nH]ncc13)C2	171673738	PQOKVYPXCHIICU-UHFFFAOYSA-N	2-amino-1-[2-(1H-indazole-4-carbonyl)-2,6-diazaspiro[3.3]heptan-6-yl]ethanone		0												
WXVL012____AK1291____TA0757	CC(Cc1ccc(Cl)cc1Cl)N1CC(N)C1	171686305	QHUYXWIOVBIGLG-UHFFFAOYSA-N	1-[1-(2,4-dichlorophenyl)propan-2-yl]azetidin-3-amine		0												
WXVL003____AK0954____HU0431	NCCN(CCO)S(=O)(=O)c1ccc(Cl)cc1[N+](=O)[O-]	171678744	MJHAFSVIBSVMSV-UHFFFAOYSA-N	N-(2-aminoethyl)-4-chloro-N-(2-hydroxyethyl)-2-nitrobenzenesulfonamide		0												
WXCD00120470_SE0625_SF026	NCC(N)C(=O)NC1C[C@@H]2C[C@@H]1CN2C(=O)C1C=CN2NC=CC2=C1	171686157	PRYIBWKKHFOFTL-LWPDBPSVSA-N	2,3-diamino-N-[(1S,4R)-2-(1,5-dihydropyrazolo[1,5-a]pyridine-5-carbonyl)-2-azabicyclo[2.2.1]heptan-5-yl]propanamide		0												
WXVL001____AK5977____SD1214	Cc1cc(C(F)(F)F)ccc1C(=O)NCC1(N)CC1	171678645	MFLNSXRROCKWNL-UHFFFAOYSA-N	N-[(1-aminocyclopropyl)methyl]-2-methyl-4-(trifluoromethyl)benzamide		0												
WXVL003____AK5977____HU0189	NCC1(NS(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)CC1	171678637	DBHRODCNAIMIAR-UHFFFAOYSA-N	N-[1-(aminomethyl)cyclopropyl]-2-chloro-4-(trifluoromethyl)benzenesulfonamide		0												
WXVL004____AK1291____YV0156	NC1CN(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)C1	171678752	DNJWWEZSHWYHRN-UHFFFAOYSA-N	3-amino-N-(2-chloro-4-nitrophenyl)azetidine-1-carboxamide		0												
WXCD00100583_SE1658_AC0736	NCC(=O)N1CCC2(CC1)CC2NC(=O)c1cccc2[nH]ncc12	171673744	UPCKKTQKWNHJGD-UHFFFAOYSA-N	N-[6-(2-aminoacetyl)-6-azaspiro[2.5]octan-2-yl]-1H-indazole-4-carboxamide		0												
WXVL_AK4182SC0750	CN(CCN)CCNC(=O)c1csc(-c2cc(Cl)cc(Cl)c2)n1	171686295	MDIFRIFORRETDM-UHFFFAOYSA-N	N-[2-[2-aminoethyl(methyl)amino]ethyl]-2-(3,5-dichlorophenyl)-1,3-thiazole-4-carboxamide		0												
WXVL_BT3599LP1078	CCOC(=O)c1cc(-c2ccc(C[C@H](N)C(=O)O)cc2)nc2ccccc12	171678587	BPLVDUIUWBPBSH-KRWDZBQOSA-N	(2S)-2-amino-3-[4-(4-ethoxycarbonylquinolin-2-yl)phenyl]propanoic acid		0												
WXVL004____AK1165____YV0156	CC(C)N(CCN)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl	171678746	QNJGAOCJZWHWMJ-UHFFFAOYSA-N	1-(2-aminoethyl)-3-(2-chloro-4-nitrophenyl)-1-propan-2-ylurea		0												
WXVL_BT0970LQ5141	CC(C)(C)NC(=O)c1cncc(-c2ccc(CN)cc2)c1	171679996	AGFBXZOBKVSFIP-UHFFFAOYSA-N	5-[4-(aminomethyl)phenyl]-N-tert-butylpyridine-3-carboxamide		0												
WXVL_AK1486SD0893	CC1(C)CC(N)CC(C)(C)N1C(=O)c1cccc(-c2cn[nH]c2)c1	171680739	FIIIXYWBACBPCM-UHFFFAOYSA-N	(4-amino-2,2,6,6-tetramethylpiperidin-1-yl)-[3-(1H-pyrazol-4-yl)phenyl]methanone		0												
WXVL100____AM0108____AC0736____WXCD00130263	COc1ccccc1N(C)C(=O)c1ncn2cc(NC(=O)CN)ccc12					0												
WXVL_AK1773SC0864	NCCOCCNC(=O)c1cccc(-c2ccc(C(F)(F)F)cc2)n1	171675517	IKRSYXLPNFRNPJ-UHFFFAOYSA-N	N-[2-(2-aminoethoxy)ethyl]-6-[4-(trifluoromethyl)phenyl]pyridine-2-carboxamide		0												
WXVL100____AK0003____AC0787____WXCD00100817	N=C(N)NCC(=O)N1CCC2(CC1)C(=O)NC[C@@H]2C(=O)NC1CCCC1					0												
