Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet
WX100320	CC(C)(C)OC(=O)N1CC2(CC(N)C2)C1	46930560	WJDUCDSPGKNBBW-UHFFFAOYSA-N	tert-butyl 6-amino-2-azaspiro[3.3]heptane-2-carboxylate		1	paper	Europe PMC	"""tert-butyl 6-amino-2-azaspiro[3.3]heptane-2-carboxylate"""	exact_name	medium	Novel 3-Aminothieno[2,3-<i>b</i>]pyridine-2-carboxamides with Activity against <i>Mycobacterium tuberculosis</i>.	2025	39967629	https://doi.org/10.1021/acsmedchemlett.4c00472	Lynde BE, Chemaly DM, Baldin VP, Greve E, Harding CL, Graner JM, Hardy M, Chowdhury S, Parish T.	ACS Med Chem Lett	
WX120289	CC(C)(C)OC(=O)N1CC2CCC(C1)C2N	71305265	HLEQZRPOOJVDHJ-UHFFFAOYSA-N	tert-butyl 8-amino-3-azabicyclo[3.2.1]octane-3-carboxylate		0												
WX141616_AK0092ZZ0000	NC1CCc2onc(C(=O)NCC3CC3)c2C1	155879227	YLSQBJOEBHSVSU-UHFFFAOYSA-N	5-amino-N-(cyclopropylmethyl)-4,5,6,7-tetrahydro-1,2-benzoxazole-3-carboxamide		0												
WX604577	CC(C)(C)OC(=O)NC1CC(N)C1	16228707	OPDOEOOBYOABCJ-UHFFFAOYSA-N	tert-butyl N-(3-aminocyclobutyl)carbamate		0												
WX665181	COC(=O)[C@@H](N)C(C)(C)NC(=O)OC(C)(C)C	45382265	UTWVEOUYCGZORL-SSDOTTSWSA-N	methyl (2S)-2-amino-3-methyl-3-[(2-methylpropan-2-yl)oxycarbonylamino]butanoate		0												
WX102165	CC(C)(C)OC(=O)N1CC[C@@]2(C1)OCC[C@H]2N	124556030	BYWZUQBXSAUYII-SKDRFNHKSA-N	tert-butyl (4R,5S)-4-amino-1-oxa-7-azaspiro[4.4]nonane-7-carboxylate		0												
WX111732	CC(C)(C)OC(=O)N1CCO[C@H]2[C@@H](N)CC[C@@H]21	124247012	YBKQTUGFQHAILU-GUBZILKMSA-N	tert-butyl (4aS,7S,7aS)-7-amino-3,4a,5,6,7,7a-hexahydro-2H-cyclopenta[b][1,4]oxazine-4-carboxylate		0												
WX602205	NCC(=O)c1cccc(Br)c1	409750	LXFGLRAUAQVJCL-UHFFFAOYSA-N	2-amino-1-(3-bromophenyl)ethanone		0												
WX102156	CC(C)(C)OC(=O)N1CCO[C@]2(CCCC[C@H]2N)C1	124244123	UVNQOHDCZZUHKK-BXUZGUMPSA-N	tert-butyl (6R,11R)-11-amino-1-oxa-4-azaspiro[5.5]undecane-4-carboxylate		0												
WX141616_AK0003ZZ0000	NC1CCc2onc(C(=O)NC3CCCC3)c2C1	155880087	IXFZZNWFMLUYJT-UHFFFAOYSA-N	5-amino-N-cyclopentyl-4,5,6,7-tetrahydro-1,2-benzoxazole-3-carboxamide		0												
WX111177	CC(C)(C)OC(=O)N1CC[C@H]2CO[C@@H](CN)[C@H]2C1	71305879	HLBMPIBPEUZPJQ-DCAQKATOSA-N	tert-butyl (3R,3aR,7aR)-3-(aminomethyl)-3,3a,4,6,7,7a-hexahydro-1H-furo[3,4-c]pyridine-5-carboxylate		0												
WX110030_A010	Cc1ccc(CN2C[C@@H]3C(CN)[C@@H]3C2)s1	97377571	UHTVMCZQSTYLCG-YOGCLGLASA-N	[(1R,5S)-3-[(5-methylthiophen-2-yl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX115003	CC(C)(C)OC(=O)N1C[C@@H]2[C@H](N)c3ccccc3[C@@H]2C1	71305261	BSSUBMYYRYHUSD-MELADBBJSA-N	tert-butyl (3aR,4S,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrole-2-carboxylate		0												
WX110030_A139	NCC1[C@H]2CN(CCc3ccccc3)C[C@@H]12	95934190	MTVLERFBUUMJEA-AGUYFDCRSA-N	[(1S,5R)-3-(2-phenylethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX110030_A142	NC[C@@H]1[C@H]2CN(Cc3ccc(Cl)c(F)c3)C[C@@H]12	97377578	FAAZCSOJONMFIE-FGWVZKOKSA-N	[(1R,5S)-3-[(4-chloro-3-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX110030_A013	NC[C@H]1[C@H]2CN(Cc3ccccc3)C[C@@H]12	11672888	UNLBCCJUBAVNHR-YHWZYXNKSA-N	[(1R,5S)-3-benzyl-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX110030_A172	NC[C@@H]1[C@H]2CN(Cc3cccc(Cl)c3)C[C@@H]12	97377580	DADZZUVKEHQCEL-YHWZYXNKSA-N	[(1S,5R)-3-[(3-chlorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX140263_Y01	NC1CCc2[nH]c(=O)ccc2C1	84618283	IGEZGNFMAXDJNB-UHFFFAOYSA-N	6-amino-5,6,7,8-tetrahydro-1H-quinolin-2-one		0												
WX110030_A021	NC[C@H]1[C@H]2CN(Cc3cccnc3)C[C@@H]12	98815626	WDHCBXZNVPBORX-YOGCLGLASA-N	[(1S,5R)-3-(pyridin-3-ylmethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX100064	CC(C)(C)OC(=O)N1CCC2(CCC(CN)OC2)CC1	56973605	PIQKTGXRLAEQBB-UHFFFAOYSA-N	tert-butyl 3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecane-9-carboxylate		0												
WX100333	CC(C)(C)OC(=O)N1CCC2(CCC2N)CC1	25212937	FGWHJPYFWUDBIX-UHFFFAOYSA-N	tert-butyl 3-amino-7-azaspiro[3.5]nonane-7-carboxylate		0												
WX101882	CC(C)(C)OC(=O)N1CCC2(CC1)CC(CN)O2	72208172	BXYHKGJGEWCZMB-UHFFFAOYSA-N	tert-butyl 2-(aminomethyl)-1-oxa-7-azaspiro[3.5]nonane-7-carboxylate		0												
WX102155	CC(C)(C)OC(=O)N1CCO[C@]2(CCCC[C@@H]2N)C1	124244124	UVNQOHDCZZUHKK-SMDDNHRTSA-N	tert-butyl (6R,11S)-11-amino-1-oxa-4-azaspiro[5.5]undecane-4-carboxylate		0												
WX110030_A105	NCC1[C@H]2CN(C(=O)Cc3ccc(F)cc3)C[C@@H]12	97377575	BRZYOBACYJLIOT-YHWZYXNKSA-N	1-[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2-(4-fluorophenyl)ethanone		0												
WX141617_AN0012ZZ0000	NC1CCc2onc(CN3CCOCC3)c2C1	155875759	NPUVSYISYVYMTP-UHFFFAOYSA-N	3-(morpholin-4-ylmethyl)-4,5,6,7-tetrahydro-1,2-benzoxazol-5-amine		0												
WX141769	CC(C)(C)OC(=O)N1Cc2ccnn2CC(CCN)C1	131638101	BVRPPUHRPACTET-UHFFFAOYSA-N	tert-butyl 7-(2-aminoethyl)-4,6,7,8-tetrahydropyrazolo[1,5-a][1,4]diazepine-5-carboxylate		0												
WX604018	CC(C)(C)OC(=O)N1CCN(C(=O)CCN)CC1	28505605	IAVGDVAEJBSATD-UHFFFAOYSA-N	tert-butyl 4-(3-aminopropanoyl)piperazine-1-carboxylate		0												
WX619951	N=C(N)c1ccccc1Cl	2740918	MXVMRHIWTSFDPU-UHFFFAOYSA-N	2-chlorobenzenecarboximidamide		0												
WX140263_Y03	CCn1c2c(ccc1=O)CC(N)CC2	84618285	FAFLLIORHPFYFQ-UHFFFAOYSA-N	6-amino-1-ethyl-5,6,7,8-tetrahydroquinolin-2-one		0												
WX140263_Y20	Cc1nc(Cn2c3c(ccc2=O)CC(N)CC3)cs1	118740753	YJYSIJDOQXUVJM-UHFFFAOYSA-N	6-amino-1-[(2-methyl-1,3-thiazol-4-yl)methyl]-5,6,7,8-tetrahydroquinolin-2-one		0												
WX140263_Y04	CC(C)Cn1c2c(ccc1=O)CC(N)CC2	118738743	GBKGZYCERYCBIP-UHFFFAOYSA-N	6-amino-1-(2-methylpropyl)-5,6,7,8-tetrahydroquinolin-2-one		0												
WUXI_WX190029_Y34Z100A500	NCC1COCc2c(-c3ccc4c(c3)OCO4)nnn2C1	131646245	KFTWBMVMZHDPKV-UHFFFAOYSA-N	[3-(1,3-benzodioxol-5-yl)-4,6,7,8-tetrahydrotriazolo[5,1-c][1,4]oxazepin-7-yl]methanamine		0												
WX140263_Y17	NC1CCc2c(ccc(=O)n2CCn2cccn2)C1	131638213	MLIJLDPITVANGI-UHFFFAOYSA-N	6-amino-1-(2-pyrazol-1-ylethyl)-5,6,7,8-tetrahydroquinolin-2-one		0												
WX140263_Y29	Cc1cccc(Cn2c3c(ccc2=O)CC(N)CC3)n1	121229405	YBTJFWWNBHIMDA-UHFFFAOYSA-N	6-amino-1-[(6-methyl-2-pyridinyl)methyl]-5,6,7,8-tetrahydroquinolin-2-one		0												
WX690170	Cc1ccc(/C(N)=N/O)cc1C				GET JSON failed: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/smiles/Cc1ccc%28%2FC%28N%29%3DN%2FO%29cc1C/property/CanonicalSMILES,InChIKey,IUPACName/JSON: HTTP Error 400: PUGREST.BadRequest	0												
WX140263_Y14	NC1CCc2c(ccc(=O)n2CCN2CCOCC2)C1	131638264	RPQICAGBWFYOOJ-UHFFFAOYSA-N	6-amino-1-(2-morpholin-4-ylethyl)-5,6,7,8-tetrahydroquinolin-2-one		0												
WX100106_Y02	CN1C(=O)CCC12CCC(N)CC2	72699010	USEOQORLJURNEF-UHFFFAOYSA-N	8-amino-1-methyl-1-azaspiro[4.5]decan-2-one		0												
WX140514_Y11	NCC1OCCc2cn(CC3CCOCC3)nc21	121229407	MMHVKQOJAXAYNK-UHFFFAOYSA-N	[2-(oxan-4-ylmethyl)-5,7-dihydro-4H-pyrano[3,4-c]pyrazol-7-yl]methanamine		0												
WX110036_DEBOC	CC(=O)N1CC2CC2(N)C1	89795732	ZNGWWFGKSHBIIU-UHFFFAOYSA-N	1-(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)ethanone		0												
WX140514_Y08	CN(C)C(=O)Cn1cc2c(n1)C(CN)OCC2	121229404	HJTNGKUYVQEMEZ-UHFFFAOYSA-N	2-[7-(aminomethyl)-5,7-dihydro-4H-pyrano[3,4-c]pyrazol-2-yl]-N,N-dimethylacetamide		0												
WX140263_Y21	NC1CCc2c(ccc(=O)n2Cc2ccncc2)C1	118738736	PTHKGSSSKLLQEL-UHFFFAOYSA-N	6-amino-1-(pyridin-4-ylmethyl)-5,6,7,8-tetrahydroquinolin-2-one		0												
WX140514_Y09	NCC1OCCc2cn(CC3CC3)nc21	121229560	UJXVKRCRWMWRQB-UHFFFAOYSA-N	[2-(cyclopropylmethyl)-5,7-dihydro-4H-pyrano[3,4-c]pyrazol-7-yl]methanamine		0												
WX140514_Y01	Cn1cc2c(n1)C(CN)OCC2	121229666	RIZLOOCCJBXHAX-UHFFFAOYSA-N	(2-methyl-5,7-dihydro-4H-pyrano[3,4-c]pyrazol-7-yl)methanamine		0												
WX140263_Y19	NC1CCc2c(ccc(=O)n2Cc2cccnc2)C1	131638206	PHCSRLNKBFIGHQ-UHFFFAOYSA-N	6-amino-1-(pyridin-3-ylmethyl)-5,6,7,8-tetrahydroquinolin-2-one		0												
WX190026_Y29	NCC1Cn2nnc(-c3cccnc3)c2CO1	121229563	XPDDWUSBAQEXBS-UHFFFAOYSA-N	(3-pyridin-3-yl-6,7-dihydro-4H-triazolo[5,1-c][1,4]oxazin-6-yl)methanamine		0												
WX140263_Y11	NC1CCc2c(ccc(=O)n2CCN2CCCC2)C1	121229656	RIMMTULTJWUTEG-UHFFFAOYSA-N	6-amino-1-(2-pyrrolidin-1-ylethyl)-5,6,7,8-tetrahydroquinolin-2-one		0												
WX100106_Y09	NC1CCC2(CCC(=O)N2CC2CC2)CC1	97397456	FQCAYIDYQYJEFP-UHFFFAOYSA-N	8-amino-1-(cyclopropylmethyl)-1-azaspiro[4.5]decan-2-one		0												
WX100106_Y16	NC1CCC2(CCC(=O)N2Cc2cccc(F)c2)CC1	97494286	OVBIAZCDZRBMMY-UHFFFAOYSA-N	8-amino-1-[(3-fluorophenyl)methyl]-1-azaspiro[4.5]decan-2-one		0												
WX110030_A525	CC(C)C(=O)N1C[C@@H]2C(CN)[C@@H]2C1	97377583	FNMHSIVIXGOQFM-CBLAIPOGSA-N	1-[(1R,5S)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2-methylpropan-1-one		0												
WX110030_A527	CC(C)(C)C(=O)N1C[C@@H]2C(CN)[C@@H]2C1	97377584	MWZNEGPILIBSRO-CBLAIPOGSA-N	1-[(1R,5S)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2,2-dimethylpropan-1-one		0												
WX609537	Cc1cc(C)cc(OCC(C)N)c1	5305257	DPLCQNGJZJXXPM-UHFFFAOYSA-N	1-(3,5-dimethylphenoxy)propan-2-amine		0												
WX603128	C[C@@H](N)c1cnc2ccccn12	39130384	XVTYDMPYGMBYBD-SSDOTTSWSA-N	(1R)-1-imidazo[1,2-a]pyridin-3-ylethanamine		0												
WX110030_A535	NCC1[C@H]2CN(C(=O)C(F)F)C[C@@H]12	97377585	XDUIWBSALBNKHL-GOHHTPAQSA-N	1-[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2,2-difluoroethanone		0												
WX601045	CC(C)(C)OC(=O)N1CCOCC(N)C1	44119210	QIAURBVQLIUTQH-UHFFFAOYSA-N	tert-butyl 6-amino-1,4-oxazepane-4-carboxylate		0												
WXFC0035	NCc1ccccc1C(F)F	71306246	KMFXUUBMQYTOGY-UHFFFAOYSA-N	[2-(difluoromethyl)phenyl]methanamine		0												
WX110030_A087	Cc1ccccc1C(=O)N1C[C@@H]2[C@@H](CN)[C@@H]2C1	97377573	ORYNLGHNJVTJLB-YHWZYXNKSA-N	[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-(2-methylphenyl)methanone		0												
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	Controllable Phase Separation by Boc-Modified Lipophilic Acid as a Multifunctional Extractant.	2015	26627307	https://doi.org/10.1038/srep17509	Tao K, Adler-Abramovich L, Gazit E.	Sci Rep	
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	First-in-Class Dual Mechanism Ferroptosis-HDAC Inhibitor Hybrids.	2022	36306372	https://doi.org/10.1021/acs.jmedchem.2c01276	Karaj E, Sindi SH, Kuganesan N, Koranne RA, Knoff JR, James AW, Fu Y, Kotsull LN, Pflum MK, Shah Z, Taylor WR, Tillekeratne LMV.	J Med Chem	
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	Design and Synthesis of Dual-Targeting Inhibitors of sEH and HDAC6 for the Treatment of Neuropathic Pain and Lipopolysaccharide-Induced Mortality.	2024	38236416	https://doi.org/10.1021/acs.jmedchem.3c02006	Chen Y, Sun J, Tong H, Wang J, Cao R, Xu H, Chen L, Morisseau C, Zhang M, Shi Y, Han C, Zhuang J, Jing Y, Liu Z, Hammock BD, Chen G.	J Med Chem	
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	Design, synthesis and anti-cervical cancer activity of aroylpyrrole-based derivatives as potent histone deacetylase 6 inhibitors.	2025	41356711	https://doi.org/10.1039/d5ra06970j	Wang X, Du L, Xue Y, Su Y, Yuan X, Yang S, Su W, Gou W, Chen X, Zong L.	RSC Adv	
WX600067	COC(=O)CCCCCCN	11084159	AZRQWZVPEAHOOA-UHFFFAOYSA-N	methyl 7-aminoheptanoate		5	paper	Europe PMC	"""methyl 7-aminoheptanoate"""	exact_name	medium	Palladium-catalysed synthesis of small-molecule epigenetic inhibitors as anticancer therapeutics.	2026	41693699	https://doi.org/10.1080/14756366.2026.2621477	Sharma R, Rana M, Thakur A, Ojha R, Mousavi SM, Dhingra A, Nepali K.	J Enzyme Inhib Med Chem	
WX601130	CC(C)(C)OC(=O)N1CCCC(CN)CC1	74788437	RBXNJDUXLOZOIR-UHFFFAOYSA-N	tert-butyl 4-(aminomethyl)azepane-1-carboxylate		0												
WX601360	NC[C@@H]1CCC[C@H]1F	97297733	IWXBLMSYJDSAIL-NTSWFWBYSA-N	[(1S,2R)-2-fluorocyclopentyl]methanamine		0												
WX600007	Cc1cc(CC(C)N)on1	46856408	JBKSNFMGMNTTLU-UHFFFAOYSA-N	1-(3-methyl-1,2-oxazol-5-yl)propan-2-amine		0												
WX110030_A170	NC[C@@H]1[C@H]2CN(Cc3ccccc3F)C[C@@H]12	97377579	BPTZIVDEXNNJCR-YOGCLGLASA-N	[(1S,5R)-3-[(2-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WX619924	CC(C)OC(=O)C1CCC(N)=N1	71306223	WKBRTHPHNNWKJO-UHFFFAOYSA-N	propan-2-yl 5-amino-3,4-dihydro-2H-pyrrole-2-carboxylate		0												
WX665032	NC(CC(=O)O)C1CCCCC1	2733681	XGRSAFKZAGGXJV-UHFFFAOYSA-N	3-amino-3-cyclohexylpropanoic acid		1	paper	Europe PMC	"""3-amino-3-cyclohexylpropanoic acid"""	exact_name	medium	Direct high-performance liquid chromatographic enantioseparation of apolar beta-amino acids on a quinine-derived chiral anion-exchanger stationary phase.	2002	12061560	https://doi.org/10.1016/s0021-9673(02)00192-9	Péter A.	J Chromatogr A	
WX110030_A524	CCC(=O)N1C[C@@H]2C(CN)[C@@H]2C1	97377582	ZPVJVPKNUJQJCX-IEESLHIDSA-N	1-[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]propan-1-one		0												
WUXI01-0823_X20BY262	CN(C)c1cccc(C(=O)N2CCC3(CCC(CN)OC3)CC2)c1	131640802	QGJPNNDHARNWKW-UHFFFAOYSA-N	[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-[3-(dimethylamino)phenyl]methanone		0												
WX101850	NC1CN(C(=O)OCc2ccccc2)CC12CC2	85809832	HQHBNTVXZGJLAI-UHFFFAOYSA-N	benzyl 7-amino-5-azaspiro[2.4]heptane-5-carboxylate		0												
WX601614	NC[C@]1(O)CCN(C(=O)OCc2ccccc2)C[C@@H]1F	125117327	YGOVYAMIHUJJDA-GXTWGEPZSA-N	benzyl (3S,4R)-4-(aminomethyl)-3-fluoro-4-hydroxypiperidine-1-carboxylate		0												
WX603040	Cc1cccn2c(CN)nnc12	55266771	TVBFJKJFGWEWNN-UHFFFAOYSA-N	(8-methyl-[1,2,4]triazolo[4,3-a]pyridin-3-yl)methanamine		0												
WX110100_A138	CCc1ccc(CN2CC3CC3(N)C2)cc1	131652296	RHCOBWPGWAVOJU-UHFFFAOYSA-N	3-[(4-ethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0												
WX110100_A142	NC12CC1CN(Cc1ccc(Cl)c(F)c1)C2	131656293	XHWADQIBDOKNPJ-UHFFFAOYSA-N	3-[(4-chloro-3-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0												
WX600316	NC(=O)C1(N)CC1	11708050	JFGXRDGYMLGBBB-UHFFFAOYSA-N	1-aminocyclopropane-1-carboxamide		0												
WX100812	CC(C)(C)OC(=O)N1CC2(C1)C(N)CCS2(=O)=O	72207477	WMBSIHWRPQTLQI-UHFFFAOYSA-N	tert-butyl 8-amino-5,5-dioxo-5lambda6-thia-2-azaspiro[3.4]octane-2-carboxylate		0												
WX600044	NCCN1CCCCO1	13092525	HVDGJEAETHCPMX-UHFFFAOYSA-N	2-(oxazinan-2-yl)ethanamine		0												
RS20010602	COC(=O)CC(N)C(=O)OC	419227	BYHXBBOSJKPUJL-UHFFFAOYSA-N	dimethyl 2-aminobutanedioate		0												
WX690156	COc1cccc(/C(N)=N/O)c1				GET JSON failed: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/smiles/COc1cccc%28%2FC%28N%29%3DN%2FO%29c1/property/CanonicalSMILES,InChIKey,IUPACName/JSON: HTTP Error 400: PUGREST.BadRequest	0												
WX610221	NC(CC(=O)O)c1ccc(F)c([N+](=O)[O-])c1	52950301	FQQBZLDKAWFNNG-UHFFFAOYSA-N	3-amino-3-(4-fluoro-3-nitrophenyl)propanoic acid		1	paper	Europe PMC	"""3-amino-3-(4-fluoro-3-nitrophenyl)propanoic acid"""	exact_name	medium	Rapid Discovery of Functional Small Molecule Ligands against Proteomic Targets through Library-Against-Library Screening.	2016	27053324	https://doi.org/10.1021/acscombsci.5b00194	Wu CY, Wang DH, Wang X, Dixon SM, Meng L, Ahadi S, Enter DH, Chen CY, Kato J, Leon LJ, Ramirez LM, Maeda Y, Reis CF, Ribeiro B, Weems B, Kung HJ, Lam KS.	ACS Comb Sci	
WXFC0160	NCC1CC(F)(F)C1	45480376	BUVXADKKXYLSTP-UHFFFAOYSA-N	(3,3-difluorocyclobutyl)methanamine		0												
WX603055	C[C@@H](N)c1ccc(C#N)cc1	30082537	CANLULJYEHSQFU-SSDOTTSWSA-N	4-[(1R)-1-aminoethyl]benzonitrile		0												
WX110100_A133	CCc1cccc(NC(=O)N2CC3CC3(N)C2)c1	131657453	DCBHTHSBIBXWPO-UHFFFAOYSA-N	1-amino-N-(3-ethylphenyl)-3-azabicyclo[3.1.0]hexane-3-carboxamide		0												
WX110030_A565	CCCCNC(=O)N1C[C@@H]2[C@@H](CN)[C@@H]2C1	97377587	AZGYJZMLQIPJSF-PBINXNQUSA-N	(1R,5S)-6-(aminomethyl)-N-butyl-3-azabicyclo[3.1.0]hexane-3-carboxamide		0												
WX110030_A014	Cc1ccc(CN2C[C@@H]3[C@H](CN)[C@@H]3C2)cc1	98815622	AJIBZSLAFUCEHU-AGUYFDCRSA-N	[(1S,5R)-3-[(4-methylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
WUXI03-05_Y099RZ30	Cc1ccc(C(=O)N2CCC3(CC2)CC(N)CO3)cc1	131653097	GWGKIFOPOZUEJM-UHFFFAOYSA-N	(3-amino-1-oxa-8-azaspiro[4.5]decan-8-yl)-(4-methylphenyl)methanone		0												
WX110030_A550	CN(C)C(=O)N1C[C@@H]2C(CN)[C@@H]2C1	97377586	ZEGKQZVHSOCAIE-IEESLHIDSA-N	(1S,5R)-6-(aminomethyl)-N,N-dimethyl-3-azabicyclo[3.1.0]hexane-3-carboxamide		0												
WX110100_A566	NC12CC1CN(C(=O)NC1CCCCC1)C2	131663350	LDRYVWPNCNQXTA-UHFFFAOYSA-N	1-amino-N-cyclohexyl-3-azabicyclo[3.1.0]hexane-3-carboxamide		0												
WX600172	CC(C)C[C@@H](N)CO	2724002	VPSSPAXIFBTOHY-ZCFIWIBFSA-N	(2R)-2-amino-4-methylpentan-1-ol		0												
WUXI01-0823_X20BY304	CC(C)(C)CC(=O)N1CCC2(CCC(CN)OC2)CC1	131651635	WQXMZXKVUKLTDB-UHFFFAOYSA-N	1-[3-(aminomethyl)-2-oxa-9-azaspiro[5.5]undecan-9-yl]-3,3-dimethylbutan-1-one		0												
WX140514_Y23	NCC1OCCc2cn(Cc3ccccn3)nc21	121229691	ZAGFSHXIRFVVHQ-UHFFFAOYSA-N	[2-(pyridin-2-ylmethyl)-5,7-dihydro-4H-pyrano[3,4-c]pyrazol-7-yl]methanamine		0												
WUXI_WX140514_Y06A500	COCCn1cc2c(n1)C(CN)OCC2	121229519	ZZIHBRQPYJIBCC-UHFFFAOYSA-N	[2-(2-methoxyethyl)-5,7-dihydro-4H-pyrano[3,4-c]pyrazol-7-yl]methanamine		0												
RS20012456	CC(C)(C)OC(=O)NC1CCC(N)CC1	2756050	FEYLUKDSKVSMSZ-UHFFFAOYSA-N	tert-butyl N-(4-aminocyclohexyl)carbamate		2	paper	Europe PMC	"""tert-butyl N-(4-aminocyclohexyl)carbamate"""	exact_name	medium	Identification of GSK3186899/DDD853651 as a Preclinical Development Candidate for the Treatment of Visceral Leishmaniasis.	2019	30570265	https://doi.org/10.1021/acs.jmedchem.8b01218	Thomas MG, De Rycker M, Ajakane M, Albrecht S, Álvarez-Pedraglio AI, Boesche M, Brand S, Campbell L, Cantizani-Perez J, Cleghorn LAT, Copley RCB, Crouch SD, Daugan A, Drewes G, Ferrer S, Ghidelli-Disse S, Gonzalez S, Gresham SL, Hill AP, Hindley SJ, Lowe RM, MacKenzie CJ, MacLean L, Manthri S, Martin F, Miguel-Siles J, Nguyen VL, Norval S, Osuna-Cabello M, Woodland A, Patterson S, Pena I, Quesada-Campos MT, Reid IH, Revill C, Riley J, Ruiz-Gomez JR, Shishikura Y, Simeons FRC, Smith A, Smith VC, Spinks D, Stojanovski L, Thomas J, Thompson S, Underwood T, Gray DW, Fiandor JM, Gilbert IH, Wyatt PG, Read KD, Miles TJ.	J Med Chem	
RS20012456	CC(C)(C)OC(=O)NC1CCC(N)CC1	2756050	FEYLUKDSKVSMSZ-UHFFFAOYSA-N	tert-butyl N-(4-aminocyclohexyl)carbamate		2	paper	Europe PMC	"""tert-butyl N-(4-aminocyclohexyl)carbamate"""	exact_name	medium	Optimization of N-Piperidinyl-Benzimidazolone Derivatives as Potent and Selective Inhibitors of 8-Oxo-Guanine DNA Glycosylase 1.	2023	36128847	https://doi.org/10.1002/cmdc.202200310	Wallner O, Cázares-Körner A, Scaletti ER, Masuyer G, Bekkhus T, Visnes T, Mamonov K, Ortis F, Lundbäck T, Volkova M, Koolmeister T, Wiita E, Loseva O, Pandey M, Homan E, Benítez-Buelga C, Davies J, Scobie M, Warpman Berglund U, Kalderén C, Stenmark P, Helleday T, Michel M.	ChemMedChem	
WX100106_Y14	NC1CCC2(CCC(=O)N2Cc2ccncc2)CC1	97494270	GGYTZYXAQFOOBB-UHFFFAOYSA-N	8-amino-1-(pyridin-4-ylmethyl)-1-azaspiro[4.5]decan-2-one		0												
WUXI01-0823_X15BY326	CC(C)C[C@H](N)C(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21	97448932	OLSKMQFBFJJURO-HNNXBMFYSA-N	(2S)-2-amino-1-(5-chlorospiro[2H-indole-3,4'-piperidine]-1-yl)-4-methylpentan-1-one		0												
WX604202	N[C@@H]1CCNC1=O	21969418	YNDAMDVOGKACTP-GSVOUGTGSA-N	(3R)-3-aminopyrrolidin-2-one		0												
WX110100_A090	NC12CC1CN(C(=O)c1ccccc1F)C2	131663131	HBSPPKJBTPGFPH-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(2-fluorophenyl)methanone		0												
WX110030_A029	NC[C@H]1[C@H]2CN(c3cc(C(F)(F)F)ncn3)C[C@@H]12	98815628	KMWKYBXSCJGKKD-IEESLHIDSA-N	[(1R,5S)-3-[6-(trifluoromethyl)pyrimidin-4-yl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0												
