Label	InputSMILES	CID	InChIKey	IUPACName	ResolveError	MentionCount	SourceType	Database	Query	MatchMode	Confidence	Title	Year	ReferenceID	URL	AuthorsOrAssignee	JournalOrPublication	Snippet	Category
WX100106_Y08	CN(C)C(=O)CN1C(=O)CCC12CCC(N)CC2	124243559	UEPAUEPENONVCR-UHFFFAOYSA-N	2-(8-amino-2-oxo-1-azaspiro[4.5]decan-1-yl)-N,N-dimethylacetamide		0													not_found
WX100106_Y09	NC1CCC2(CCC(=O)N2CC2CC2)CC1	97397456	FQCAYIDYQYJEFP-UHFFFAOYSA-N	8-amino-1-(cyclopropylmethyl)-1-azaspiro[4.5]decan-2-one		0													not_found
WX100106_Y09Z100	N[C@H]1CC[C@@]2(CCC(=O)N2CC2CC2)CC1	97397456	FQCAYIDYQYJEFP-UHFFFAOYSA-N	8-amino-1-(cyclopropylmethyl)-1-azaspiro[4.5]decan-2-one		0													not_found
WX100106_Y14	NC1CCC2(CCC(=O)N2Cc2ccncc2)CC1	97494270	GGYTZYXAQFOOBB-UHFFFAOYSA-N	8-amino-1-(pyridin-4-ylmethyl)-1-azaspiro[4.5]decan-2-one		0													not_found
WX100106_Y16	NC1CCC2(CCC(=O)N2Cc2cccc(F)c2)CC1	97494286	OVBIAZCDZRBMMY-UHFFFAOYSA-N	8-amino-1-[(3-fluorophenyl)methyl]-1-azaspiro[4.5]decan-2-one		0													not_found
WX100106_Y16Z100	N[C@H]1CC[C@@]2(CCC(=O)N2Cc2cccc(F)c2)CC1	97494286	OVBIAZCDZRBMMY-UHFFFAOYSA-N	8-amino-1-[(3-fluorophenyl)methyl]-1-azaspiro[4.5]decan-2-one		0													not_found
WX100113	N[C@H]1CC[C@]2(CCC(=O)N2)CC1	55280247	ZSUJRZJQVMYCTE-UHFFFAOYSA-N	8-amino-1-azaspiro[4.5]decan-2-one		0													not_found
WX100128	CC(C)(C)OC(=O)N1CCC2(CC1)CC2CN	45791314	KUFZKQLFEAITSM-UHFFFAOYSA-N	tert-butyl 2-(aminomethyl)-6-azaspiro[2.5]octane-6-carboxylate		0													not_found
WX100188	CC(C)(C)OC(=O)N1CC2(COC(CN)C2)C1	71305965	IXCHOXSIUCWEJS-UHFFFAOYSA-N	tert-butyl 7-(aminomethyl)-6-oxa-2-azaspiro[3.4]octane-2-carboxylate		0													not_found
WX100330	CC(C)(C)OC(=O)N1CCC2(CC(N)C2)C1	56962195	TWNDWKDXPSDFLL-UHFFFAOYSA-N	tert-butyl 2-amino-6-azaspiro[3.4]octane-6-carboxylate		0													not_found
WX100333	CC(C)(C)OC(=O)N1CCC2(CCC2N)CC1	25212937	FGWHJPYFWUDBIX-UHFFFAOYSA-N	tert-butyl 3-amino-7-azaspiro[3.5]nonane-7-carboxylate		0													not_found
WX100454	CC(C)(C)OC(=O)N1CCOCC2(CC(CN)CO2)C1	71305620	VAUTUPYFRABMRW-UHFFFAOYSA-N	tert-butyl 3-(aminomethyl)-1,10-dioxa-7-azaspiro[4.6]undecane-7-carboxylate		0													not_found
WX100600	CC(C)(C)OC(=O)N1CC2(CCC2N)C1	71306105	UXISSJKZFYQLHL-UHFFFAOYSA-N	tert-butyl 7-amino-2-azaspiro[3.3]heptane-2-carboxylate		0													not_found
WX100812	CC(C)(C)OC(=O)N1CC2(C1)C(N)CCS2(=O)=O	72207477	WMBSIHWRPQTLQI-UHFFFAOYSA-N	tert-butyl 8-amino-5,5-dioxo-5lambda6-thia-2-azaspiro[3.4]octane-2-carboxylate		0													not_found
WX100917	CC(C)(C)OC(=O)N1CC2(CCOCC2N)C1	71305964	GNQAATURSWLECH-UHFFFAOYSA-N	tert-butyl 5-amino-7-oxa-2-azaspiro[3.5]nonane-2-carboxylate		0													not_found
WX101043_X12	Cc1cncc(CN2CCC3(CC2)CC(N)C3)n1	155874827	YUEFGWIYHBNWMJ-UHFFFAOYSA-N	7-[(6-methylpyrazin-2-yl)methyl]-7-azaspiro[3.5]nonan-2-amine		0													not_found
WX101043_X14	Cc1ccc2ncc(CN3CCC4(CC3)CC(N)C4)n2c1	155875119	DYNKKUBIZCIFNN-UHFFFAOYSA-N	7-[(6-methylimidazo[1,2-a]pyridin-3-yl)methyl]-7-azaspiro[3.5]nonan-2-amine		0													not_found
WX101513	CC(C)(C)OC(=O)N1CC[C@]2(C1)C[C@@H](N)C2	56962195	TWNDWKDXPSDFLL-UHFFFAOYSA-N	tert-butyl 2-amino-6-azaspiro[3.4]octane-6-carboxylate		0													not_found
WX101667	CC(C)(C)OC(=O)N1CC2(C1)OCCC2CCN	121229900	QDFYBBOCEAHFOU-UHFFFAOYSA-N	tert-butyl 8-(2-aminoethyl)-5-oxa-2-azaspiro[3.4]octane-2-carboxylate		0													not_found
WX101685	CC(C)(C)OC(=O)N1CCC2(CC1)OCCC2CCN	121229932	XRJZCTFEQWCZOV-UHFFFAOYSA-N	tert-butyl 4-(2-aminoethyl)-1-oxa-8-azaspiro[4.5]decane-8-carboxylate		0													not_found
WX101828	CC(C)(C)OC(=O)N1CC2(C1)OCCC2N	72207892	LSACGXFQGVBFLY-UHFFFAOYSA-N	tert-butyl 8-amino-5-oxa-2-azaspiro[3.4]octane-2-carboxylate		0													not_found
WX101850	NC1CN(C(=O)OCc2ccccc2)CC12CC2	85809832	HQHBNTVXZGJLAI-UHFFFAOYSA-N	benzyl 7-amino-5-azaspiro[2.4]heptane-5-carboxylate		0													not_found
WX101882	CC(C)(C)OC(=O)N1CCC2(CC1)CC(CN)O2	72208172	BXYHKGJGEWCZMB-UHFFFAOYSA-N	tert-butyl 2-(aminomethyl)-1-oxa-7-azaspiro[3.5]nonane-7-carboxylate		0													not_found
WX102155	CC(C)(C)OC(=O)N1CCO[C@]2(CCCC[C@@H]2N)C1	124244124	UVNQOHDCZZUHKK-SMDDNHRTSA-N	tert-butyl (6R,11S)-11-amino-1-oxa-4-azaspiro[5.5]undecane-4-carboxylate		0													not_found
WX102156	CC(C)(C)OC(=O)N1CCO[C@]2(CCCC[C@H]2N)C1	124244123	UVNQOHDCZZUHKK-BXUZGUMPSA-N	tert-butyl (6R,11R)-11-amino-1-oxa-4-azaspiro[5.5]undecane-4-carboxylate		0													not_found
WX102165	CC(C)(C)OC(=O)N1CC[C@@]2(C1)OCC[C@H]2N	124556030	BYWZUQBXSAUYII-SKDRFNHKSA-N	tert-butyl (4R,5S)-4-amino-1-oxa-7-azaspiro[4.4]nonane-7-carboxylate		0													not_found
WX10502710_Y06Z01	COCCN1CCC2(CC1)CC(N)c1ccccc12	134077676	ZZDCOJNIGZUIHO-UHFFFAOYSA-N	1'-(2-methoxyethyl)spiro[1,2-dihydroindene-3,4'-piperidine]-1-amine		0													not_found
WX105061	COc1ccc2c(c1)C1(CCN(C(=O)OC(C)(C)C)CC1)CC2N	49760927	ZJUZFFVXVMFGPU-UHFFFAOYSA-N	tert-butyl 1-amino-5-methoxyspiro[1,2-dihydroindene-3,4'-piperidine]-1'-carboxylate		0													not_found
WX10509110_Y11Z01	NC1CC2(CCN(CC3CC3)CC2)Oc2ccccc21	134079421	WUSFDNGDPMJIAD-UHFFFAOYSA-N	1'-(cyclopropylmethyl)spiro[3,4-dihydrochromene-2,4'-piperidine]-4-amine		0													not_found
WX10509110_Y16Z01	NC1CC2(CCN(CCO)CC2)Oc2ccccc21	134077545	NPBZNGRDSMVWAR-UHFFFAOYSA-N	2-(4-aminospiro[3,4-dihydrochromene-2,4'-piperidine]-1'-yl)ethanol		0													not_found
WX10509110_Y25Z01	CS(=O)(=O)N1CCC2(CC1)CC(N)c1ccccc1O2	134075732	DYNSOZHCWMZPSQ-UHFFFAOYSA-N	1'-methylsulfonylspiro[3,4-dihydrochromene-2,4'-piperidine]-4-amine		0													not_found
WX105105_Y01C572	NCCNC(=O)C1CC12C(=O)Nc1ccccc12	134073266	GWGBIVCIPLVDBR-UHFFFAOYSA-N	N-(2-aminoethyl)-2-oxospiro[1H-indole-3,2'-cyclopropane]-1'-carboxamide		0													not_found
WX105105_Y02C572	CN1C(=O)C2(CC2C(=O)NCCN)c2ccccc21	131663299	SLELVYWBQPXNDR-UHFFFAOYSA-N	N-(2-aminoethyl)-1'-methyl-2'-oxospiro[cyclopropane-2,3'-indole]-1-carboxamide		0													not_found
WX110026	CC(C)(C)OC(=O)N1C[C@@H]2[C@@H](N)[C@@H]2C1	28820283	UWWZMHWHRBGMIT-DHBOJHSNSA-N	tert-butyl (1R,5S)-6-amino-3-azabicyclo[3.1.0]hexane-3-carboxylate		0													not_found
WX110030_A001	NC[C@@H]1[C@H]2CN(Cc3ccco3)C[C@@H]12	98815619	ICBHYAYGNUBHHV-FGWVZKOKSA-N	[(1S,5R)-3-(furan-2-ylmethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A004	NC[C@@H]1[C@H]2CN(Cc3ccsc3)C[C@@H]12	98815620	RHPXRZWAHORCFY-FGWVZKOKSA-N	[(1S,5R)-3-(thiophen-3-ylmethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A010	Cc1ccc(CN2C[C@@H]3C(CN)[C@@H]3C2)s1	97377571	UHTVMCZQSTYLCG-YOGCLGLASA-N	[(1R,5S)-3-[(5-methylthiophen-2-yl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A013	NC[C@H]1[C@H]2CN(Cc3ccccc3)C[C@@H]12	11672888	UNLBCCJUBAVNHR-YHWZYXNKSA-N	[(1R,5S)-3-benzyl-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A014	Cc1ccc(CN2C[C@@H]3[C@H](CN)[C@@H]3C2)cc1	98815622	AJIBZSLAFUCEHU-AGUYFDCRSA-N	[(1S,5R)-3-[(4-methylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A015	NC[C@@H]1[C@H]2CN(Cc3ccc(F)cc3)C[C@@H]12	98815624	CFGGBMREHKLJTB-YHWZYXNKSA-N	[(1S,5R)-3-[(4-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A017	Cc1cc(C)cc(CN2C[C@@H]3[C@H](CN)[C@@H]3C2)c1	98815625	FCENSDPJCKIYCY-GOOCMWNKSA-N	[(1S,5R)-3-[(3,5-dimethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A021	NC[C@H]1[C@H]2CN(Cc3cccnc3)C[C@@H]12	98815626	WDHCBXZNVPBORX-YOGCLGLASA-N	[(1S,5R)-3-(pyridin-3-ylmethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A029	NC[C@H]1[C@H]2CN(c3cc(C(F)(F)F)ncn3)C[C@@H]12	98815628	KMWKYBXSCJGKKD-IEESLHIDSA-N	[(1R,5S)-3-[6-(trifluoromethyl)pyrimidin-4-yl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A030	Cc1cnc(N2C[C@@H]3[C@H](CN)[C@@H]3C2)nc1	98815630	DCMVMFKAZFWTAK-PBINXNQUSA-N	[(1S,5R)-3-(5-methylpyrimidin-2-yl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A055	NCC1[C@H]2CN(C(=O)Cc3ccccc3)C[C@@H]12	97377572	UNIVJBNVBRIQKV-YHWZYXNKSA-N	1-[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2-phenylethanone		0													not_found
WX110030_A087	Cc1ccccc1C(=O)N1C[C@@H]2[C@@H](CN)[C@@H]2C1	97377573	ORYNLGHNJVTJLB-YHWZYXNKSA-N	[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-(2-methylphenyl)methanone		0													not_found
WX110030_A105	NCC1[C@H]2CN(C(=O)Cc3ccc(F)cc3)C[C@@H]12	97377575	BRZYOBACYJLIOT-YHWZYXNKSA-N	1-[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2-(4-fluorophenyl)ethanone		0													not_found
WX110030_A137	Cc1ccc(CN2C[C@@H]3C(CN)[C@@H]3C2)cc1C	97377576	CNMDRKAXXWLREK-GOOCMWNKSA-N	[(1R,5S)-3-[(3,4-dimethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A138	CCc1ccc(CN2C[C@@H]3C(CN)[C@@H]3C2)cc1	97377577	POACMADOUNDKOW-GOOCMWNKSA-N	[(1R,5S)-3-[(4-ethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A139	NCC1[C@H]2CN(CCc3ccccc3)C[C@@H]12	95934190	MTVLERFBUUMJEA-AGUYFDCRSA-N	[(1S,5R)-3-(2-phenylethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A142	NC[C@@H]1[C@H]2CN(Cc3ccc(Cl)c(F)c3)C[C@@H]12	97377578	FAAZCSOJONMFIE-FGWVZKOKSA-N	[(1R,5S)-3-[(4-chloro-3-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A170	NC[C@@H]1[C@H]2CN(Cc3ccccc3F)C[C@@H]12	97377579	BPTZIVDEXNNJCR-YOGCLGLASA-N	[(1S,5R)-3-[(2-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A172	NC[C@@H]1[C@H]2CN(Cc3cccc(Cl)c3)C[C@@H]12	97377580	DADZZUVKEHQCEL-YHWZYXNKSA-N	[(1S,5R)-3-[(3-chlorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A175	NC[C@@H]1[C@H]2CN(c3ccncn3)C[C@@H]12	95935233	FCNXFDSORRCQQY-CBLAIPOGSA-N	[(1R,5S)-3-pyrimidin-4-yl-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A510	NCC1[C@H]2CN(CC3CCCC3)C[C@@H]12	97377581	INWUZPBXFFMBAS-YOGCLGLASA-N	[(1R,5S)-3-(cyclopentylmethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A514	NCC1[C@H]2CN(CCF)C[C@@H]12	97402925	RLRYUSJKXCIFQC-IEESLHIDSA-N	[(1S,5R)-3-(2-fluoroethyl)-3-azabicyclo[3.1.0]hexan-6-yl]methanamine		0													not_found
WX110030_A524	CCC(=O)N1C[C@@H]2C(CN)[C@@H]2C1	97377582	ZPVJVPKNUJQJCX-IEESLHIDSA-N	1-[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]propan-1-one		0													not_found
WX110030_A525	CC(C)C(=O)N1C[C@@H]2C(CN)[C@@H]2C1	97377583	FNMHSIVIXGOQFM-CBLAIPOGSA-N	1-[(1R,5S)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2-methylpropan-1-one		0													not_found
WX110030_A527	CC(C)(C)C(=O)N1C[C@@H]2C(CN)[C@@H]2C1	97377584	MWZNEGPILIBSRO-CBLAIPOGSA-N	1-[(1R,5S)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2,2-dimethylpropan-1-one		0													not_found
WX110030_A535	NCC1[C@H]2CN(C(=O)C(F)F)C[C@@H]12	97377585	XDUIWBSALBNKHL-GOHHTPAQSA-N	1-[(1S,5R)-6-(aminomethyl)-3-azabicyclo[3.1.0]hexan-3-yl]-2,2-difluoroethanone		0													not_found
WX110030_A550	CN(C)C(=O)N1C[C@@H]2C(CN)[C@@H]2C1	97377586	ZEGKQZVHSOCAIE-IEESLHIDSA-N	(1S,5R)-6-(aminomethyl)-N,N-dimethyl-3-azabicyclo[3.1.0]hexane-3-carboxamide		0													not_found
WX110030_A565	CCCCNC(=O)N1C[C@@H]2[C@@H](CN)[C@@H]2C1	97377587	AZGYJZMLQIPJSF-PBINXNQUSA-N	(1R,5S)-6-(aminomethyl)-N-butyl-3-azabicyclo[3.1.0]hexane-3-carboxamide		0													not_found
WX110036_DEBOC	CC(=O)N1CC2CC2(N)C1	89795732	ZNGWWFGKSHBIIU-UHFFFAOYSA-N	1-(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)ethanone		0													not_found
WX110036_Y11	CS(=O)(=O)N1CC2CC2(N)C1	131658371	KVORELFZYUKPGQ-UHFFFAOYSA-N	3-methylsulfonyl-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110036_Y15	N[C@]12CC1CN(C(=O)c1ccco1)C2	121229380	IHWUOFILXCXWTK-MHPPCMCBSA-N	[(1R)-1-amino-3-azabicyclo[3.1.0]hexan-3-yl]-(furan-2-yl)methanone		0													not_found
WX110041	CC(C)(C)OC(=O)N1C[C@H]2CC[C@H](N)[C@H]2C1	71306064	VMUXGMBHACBHJJ-UTLUCORTSA-N	tert-butyl (3aR,4S,6aS)-4-amino-3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrole-2-carboxylate		0													not_found
WX110042	CC(C)(C)OC(=O)N1C[C@H]2CC[C@@H](N)[C@H]2C1	71306061	VMUXGMBHACBHJJ-KXUCPTDWSA-N	tert-butyl (3aR,4R,6aS)-4-amino-3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrole-2-carboxylate		0													not_found
WX110044	CC(C)(C)OC(=O)N1C[C@H]2CC[C@H](CN)[C@H]2C1	71306002	GBPFKXPJCJSCBK-GMTAPVOTSA-N	tert-butyl (3aR,4S,6aS)-4-(aminomethyl)-3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrole-2-carboxylate		0													not_found
WX110049	CC(C)(C)OC(=O)N1C[C@H]2C[C@H](N)C[C@H]2C1	58147576	DPYIUHWPQGIBSS-ULKQDVFKSA-N	tert-butyl (3aR,6aS)-5-amino-3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrole-2-carboxylate		0													not_found
WX110057	CC(C)(C)OC(=O)N1C[C@H]2CCC[C@H](N)[C@H]2C1	71306004	IKTNEZKFSOMQJI-VWYCJHECSA-N	tert-butyl (3aR,4S,7aS)-4-amino-1,3,3a,4,5,6,7,7a-octahydroisoindole-2-carboxylate		0													not_found
WX110058	CC(C)(C)OC(=O)N1C[C@H]2CCC[C@@H](N)[C@H]2C1	71306000	IKTNEZKFSOMQJI-OUAUKWLOSA-N	tert-butyl (3aR,4R,7aS)-4-amino-1,3,3a,4,5,6,7,7a-octahydroisoindole-2-carboxylate		0													not_found
WX110060	CC(C)(C)OC(=O)N1C[C@H]2CCC[C@@H](CN)[C@H]2C1	71305902	ATFHYPICLWVHFR-QJPTWQEYSA-N	tert-butyl (3aR,4R,7aS)-4-(aminomethyl)-1,3,3a,4,5,6,7,7a-octahydroisoindole-2-carboxylate		0													not_found
WX110100_A010	Cc1ccc(CN2CC3CC3(N)C2)s1	131658933	ORINDZCBBJXHQO-UHFFFAOYSA-N	3-[(5-methylthiophen-2-yl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A015	NC12CC1CN(Cc1ccc(F)cc1)C2	131657193	OHIMURQOEARGPK-UHFFFAOYSA-N	3-[(4-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A017	Cc1cc(C)cc(CN2CC3CC3(N)C2)c1	131661354	AXMRCBHFAITPLG-UHFFFAOYSA-N	3-[(3,5-dimethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A046	NC12CC1CN(C(=O)c1cccc(F)c1)C2	131643382	DSTFHPIFQDCPNW-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(3-fluorophenyl)methanone		0													not_found
WX110100_A048	NC12CC1CN(C(=O)c1cccc(Cl)c1)C2	131643491	DCBIGQXRIMBFOX-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(3-chlorophenyl)methanone		0													not_found
WX110100_A056	NC12CC1CN(C(=O)Cc1cccc(F)c1)C2	131664008	OVFXSOVHKWMPFE-UHFFFAOYSA-N	1-(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-2-(3-fluorophenyl)ethanone		0													not_found
WX110100_A058	COc1ccc(CC(=O)N2CC3CC3(N)C2)cc1	131663946	BZDZXCWOXKTQDK-UHFFFAOYSA-N	1-(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-2-(4-methoxyphenyl)ethanone		0													not_found
WX110100_A076	Cc1cccc(C(=O)N2CC3CC3(N)C2)n1	131650002	YFLFZLNHFYNYQM-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(6-methyl-2-pyridinyl)methanone		0													not_found
WX110100_A077	Cc1cncc(C(=O)N2CC3CC3(N)C2)c1	131663374	KWPQQPMLQIKMGL-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(5-methyl-3-pyridinyl)methanone		0													not_found
WX110100_A090	NC12CC1CN(C(=O)c1ccccc1F)C2	131663131	HBSPPKJBTPGFPH-UHFFFAOYSA-N	(1-amino-3-azabicyclo[3.1.0]hexan-3-yl)-(2-fluorophenyl)methanone		0													not_found
WX110100_A091	Cc1cc(C(=O)N2C[C@@H]3C[C@]3(N)C2)c(C)o1	97403226	HXMMFNOTPNBNPV-CABZTGNLSA-N	[(1R,5S)-1-amino-3-azabicyclo[3.1.0]hexan-3-yl]-(2,5-dimethylfuran-3-yl)methanone		0													not_found
WX110100_A127	NC12CC1CN(C(=O)NCc1ccccc1)C2	134077839	XWRDRFJGRAIORQ-UHFFFAOYSA-N	1-amino-N-benzyl-3-azabicyclo[3.1.0]hexane-3-carboxamide		0													not_found
WX110100_A131	NC12CC1CN(C(=O)Nc1cccc(F)c1)C2	131655295	CVFJNSUSSZFAFJ-UHFFFAOYSA-N	1-amino-N-(3-fluorophenyl)-3-azabicyclo[3.1.0]hexane-3-carboxamide		0													not_found
WX110100_A133	CCc1cccc(NC(=O)N2CC3CC3(N)C2)c1	131657453	DCBHTHSBIBXWPO-UHFFFAOYSA-N	1-amino-N-(3-ethylphenyl)-3-azabicyclo[3.1.0]hexane-3-carboxamide		0													not_found
WX110100_A137	Cc1ccc(CN2CC3CC3(N)C2)cc1C	131644870	QUTUEZLUADMCHH-UHFFFAOYSA-N	3-[(3,4-dimethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A138	CCc1ccc(CN2CC3CC3(N)C2)cc1	131652296	RHCOBWPGWAVOJU-UHFFFAOYSA-N	3-[(4-ethylphenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A139	NC12CC1CN(CCc1ccccc1)C2	131650029	NKGDBPKVSONMNG-UHFFFAOYSA-N	3-(2-phenylethyl)-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A142	NC12CC1CN(Cc1ccc(Cl)c(F)c1)C2	131656293	XHWADQIBDOKNPJ-UHFFFAOYSA-N	3-[(4-chloro-3-fluorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A172	N[C@]12C[C@H]1CN(Cc1cccc(Cl)c1)C2	97377874	VSOGENVWTLGJDG-JQWIXIFHSA-N	(1R,5S)-3-[(3-chlorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A173	NC12CC1CN(Cc1ccc(Cl)cc1)C2	131660000	JPHUSGKNGDHGDL-UHFFFAOYSA-N	3-[(4-chlorophenyl)methyl]-3-azabicyclo[3.1.0]hexan-1-amine		0													not_found
WX110100_A566	NC12CC1CN(C(=O)NC1CCCCC1)C2	131663350	LDRYVWPNCNQXTA-UHFFFAOYSA-N	1-amino-N-cyclohexyl-3-azabicyclo[3.1.0]hexane-3-carboxamide		0													not_found
WX110100_Y15	N[C@@]12C[C@@H]1CN(C(=O)c1ccco1)C2	97511029	IHWUOFILXCXWTK-GMSGAONNSA-N	[(1S,5R)-1-amino-3-azabicyclo[3.1.0]hexan-3-yl]-(furan-2-yl)methanone		0													not_found
WX110317	CC(C)(C)OC(=O)N1C[C@H]2COC[C@@]2(CN)C1	124518933	OQERNDOJQQSAJJ-JOYOIKCWSA-N	tert-butyl (3aS,6aS)-3a-(aminomethyl)-3,4,6,6a-tetrahydro-1H-furo[3,4-c]pyrrole-5-carboxylate		0													not_found
WX110545	CC(C)(C)OC(=O)N1C[C@H]2CC(CN)O[C@H]2C1	45489930	VKZFHDQGLQGCGB-FIBVVXLUSA-N	tert-butyl (3aR,6aR)-2-(aminomethyl)-2,3,3a,4,6,6a-hexahydrofuro[2,3-c]pyrrole-5-carboxylate		0													not_found
WX110546	CC(C)(C)OC(=O)N1C[C@H]2C[C@H](CN)O[C@H]2C1	52324511	VKZFHDQGLQGCGB-BBBLOLIVSA-N	tert-butyl (2R,3aR,6aR)-2-(aminomethyl)-2,3,3a,4,6,6a-hexahydrofuro[2,3-c]pyrrole-5-carboxylate		0													not_found
WX110661	CC(C)(C)OC(=O)N1C[C@@H]2[C@H](CN)CO[C@@H]2C1	124242249	SCNZIMGXJYWNJL-OPRDCNLKSA-N	tert-butyl (3R,3aS,6aS)-3-(aminomethyl)-2,3,3a,4,6,6a-hexahydrofuro[2,3-c]pyrrole-5-carboxylate		0													not_found
WX110754	CC(C)(C)OC(=O)N1CC[C@H]2OCCC[C@@]2(CN)C1	124518787	UUOBDYOZHPKZNH-BXUZGUMPSA-N	tert-butyl (4aR,8aR)-4a-(aminomethyl)-3,4,5,7,8,8a-hexahydro-2H-pyrano[3,2-c]pyridine-6-carboxylate		0													not_found
WX111177	CC(C)(C)OC(=O)N1CC[C@H]2CO[C@@H](CN)[C@H]2C1	71305879	HLBMPIBPEUZPJQ-DCAQKATOSA-N	tert-butyl (3R,3aR,7aR)-3-(aminomethyl)-3,3a,4,6,7,7a-hexahydro-1H-furo[3,4-c]pyridine-5-carboxylate		0													not_found
WX111673	CC(C)(C)OC(=O)N1C[C@@H]2CCC[C@]2(CN)C1	66703911	LHUHSZDKNVVQSN-GWCFXTLKSA-N	tert-butyl (3aS,6aR)-3a-(aminomethyl)-1,3,4,5,6,6a-hexahydrocyclopenta[c]pyrrole-2-carboxylate		0													not_found
WX111702	CC(C)(C)OC(=O)N1C[C@H](N)[C@H]2OCC[C@H]21	124556090	NWSWQZIICCESNY-DJLDLDEBSA-N	tert-butyl (3aR,6S,6aR)-6-amino-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]pyrrole-4-carboxylate		0													not_found
WX111709	NC12CCN(C(=O)OCc3ccccc3)C1CC(=O)N2	121229807	FAPDWHJYURETBM-UHFFFAOYSA-N	benzyl 3a-amino-5-oxo-3,4,6,6a-tetrahydro-2H-pyrrolo[3,2-b]pyrrole-1-carboxylate		0													not_found
WX111732	CC(C)(C)OC(=O)N1CCO[C@H]2[C@@H](N)CC[C@@H]21	124247012	YBKQTUGFQHAILU-GUBZILKMSA-N	tert-butyl (4aS,7S,7aS)-7-amino-3,4a,5,6,7,7a-hexahydro-2H-cyclopenta[b][1,4]oxazine-4-carboxylate		0													not_found
WX115003	CC(C)(C)OC(=O)N1C[C@@H]2[C@H](N)c3ccccc3[C@@H]2C1	71305261	BSSUBMYYRYHUSD-MELADBBJSA-N	tert-butyl (3aR,4S,8bR)-4-amino-3,3a,4,8b-tetrahydro-1H-indeno[1,2-c]pyrrole-2-carboxylate		0													not_found
